,1,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24,25,26,28,29,30,31,35,36,37,38,39,42,44,45,48,51,53,55,56,57,58,60,62,65,66,67,69,71,72,74,75,76,77,78,80,81,82,83,84,85,86,87,88,89,90,91,93,94,95,96,97,109,113,116,119,120,122,123,124,125,128,129,131,132,139,141,143,147,154,173
Intensities,"[2313.85925379 2278.11100746 2302.39356764 2353.61479074 2334.87359199
 2319.45255167 2301.97501542 2293.29035167 2273.77578835 2296.15873016
 2312.98950437 2392.8331825  2396.12026261 2430.3990223  2480.37641154
 2494.50439147 2379.73713927 2347.52697616 2361.63357664 2445.13197492
 2431.02288401 2455.97711599 2505.17398119 2444.85015674 2420.42852665
 2437.46865204 2437.02664577 2459.4369906  2357.23717949 2361.71673566
 2387.91087395 2404.8629131  2403.36978684 2407.9609446  2410.39952296
 2442.11809363 2463.06573957 2528.66388657 2612.33608117 2743.98386331
 2647.99705015 2630.77792494 2544.27042096 2525.97281666 2510.06365972
 2488.42335973 2481.46405421 2499.73183214 2608.70134228 2740.34425532
 2724.80898405 2631.02218501 2520.66695906 2628.35114791 2548.73526799
 2654.01667284 2596.9257468  2736.60371179 2791.24768604 2771.54891902
 2789.85387786 2615.71252258 2571.54517037 2539.86079714 2488.19241275
 2475.26222746 2445.22681259 2553.74044343 2562.25831703 2581.76923077
 2613.10007022 2778.44067797 2644.55986572 2606.74858956 2469.69627193
 2455.90211286 2434.29188713 2453.89303762 2494.38338479 2501.04254735
 2404.15458015 2425.87064677 2423.04522097 2535.99116065 2560.19275654
 2551.43760611 2553.52165354 2525.97011871 2607.70053326 3003.25765054
 2885.00786627 2691.97193347 2482.0111512  2479.88232848 2500.83882935
 2427.11440245 2460.08565737 2683.86852174 2586.1497053  2650.20648855
 2540.03909401 2580.94013391 2592.72881997 2584.07578009 2614.41809382
 2546.39292435 2510.7090566  2528.54555434 2453.75475687 2446.75279642
 2561.04264871 2758.28571429 3261.5388756  3687.95243363 3119.08055236
 2938.86713001 2738.42514071 2791.42599278 2644.02078609 2649.69203223
 2696.67994775 2771.68047112 4463.40420044 4103.58372344 3524.67722918
 3292.27989633 3331.48668468 3059.7641159  2785.6786134  2855.14557189
 2767.33870006 2866.48204936 2741.14957717 2737.69921875 2579.18043478
 2617.69142221 2795.58231579 2911.26693548 3699.38836059 3607.31847868
 3320.27148969 2868.86514778 2717.24932004 2566.00269542 2524.28738388
 2544.38680425 2595.80573248 2744.8214425  3969.64720195 5055.61447619
 5149.45951036 5345.01809955 4390.53249311 3769.0233119  3425.84073629
 3196.57055215 3113.847997   2959.01572327 3583.7985474  4729.6861551
 4862.62761341 4280.02664636 3768.76183264 3669.67768909 3566.0377804
 3245.82259976 3309.05273752 2973.29302141 3135.49094123 3084.22576901
 2857.77172256 2766.26857984 2695.9344016  2691.57890594 3066.37897704
 4314.04076539 4452.27086495 4002.51878497 3415.85804284 3217.05827974
 3759.54581833 4025.55780446 3649.97242647 4667.85115372 4815.20165658
 4310.58692767 3730.49094203 3291.58038147 3487.89963577 3763.85691574
 3526.82581713 4135.1234127  4950.13903193 4283.01092233 4446.61191399
 4240.69052707 3658.78579929 3211.13852243 2804.95401174 2632.11586339
 2573.31933312 2567.75459712 2556.6713253  2520.88254874 2629.0305709
 2923.68575064 3372.76606909 3283.84564352 3366.43666234 4551.19705671
 4136.8860532  3774.44486692 3227.71614935 2879.94065934 2644.13887829
 2585.03579564 2495.41867371 2559.50885978 2613.78330309 2799.91609896
 3034.69388545 3823.92076871 4216.48713826 3979.4674409  4020.42689177
 4079.61255924 4448.44099077 5176.73443223 4948.05026362 4543.08752887
 3735.07874648 3070.71583986 2827.10933941 2626.24156692 2535.60341615
 2512.64322415 2513.8001376  2670.51943199 2730.9484313  2690.52394268
 2682.29238506 2647.60144144 2657.27518428 2811.27675135 2835.80455904
 2902.52043495 2690.03229358 2668.40550783 2612.0727416  2576.50824873
 2988.53695652 3680.83246073 3498.0091631  3245.80831974 2934.51851852
 2839.93322734 2897.50814536 2759.89486405 2698.48306662 2805.85448328
 2742.24331927 2982.78588882 3330.58918194 3410.87291849 3754.66134423
 3764.5821635  3368.98836336 3113.82378679 3057.68128655 2914.40548238
 2799.90257559 2787.18908532 2758.41811107 2743.27396394 2862.54810952
 2973.01906059 2899.25350631 2892.61827768 2770.41105857 2758.90014368
 2727.80249176 2800.76133955 2899.91851071 2988.03681885 3889.41035045
 3775.77407576 3920.46359447 4451.9509018  4561.80013855 4235.124956
 4416.84659636 4806.8413631  4402.86409432 4004.65135375 3857.78758782
 3695.89904949 4044.76122316 3852.0328606  3912.55974235 3562.18145455
 3974.01586252 4238.43034159 4256.66844563 4073.79809004 4043.98709037
 3491.85120148 3141.20314083 3144.28095685 3211.43015332 3352.66232558
 3403.29889807 3262.21088727 3821.32022671 4226.15685596 4063.01716889
 3900.74161666 3957.19809658 3452.12162162 3209.91713269 3394.33040078
 3652.09709136 3466.53999116 3455.23166369 3298.39230408 3114.17719041
 2987.18577601 2948.70103557 2859.38232721 2939.66010499 2663.49296675
 2595.53104318 2577.16001645 2559.08114176 2563.91121495 2592.17734784
 2583.22966163 2593.75784279 2598.0984556  2515.25713241 2634.8790247
 2577.96264793 2625.82297846 2725.83383585 2751.94911243 2696.12590548
 2651.74442478 2601.0309516  2574.78665715 2649.95318835 2684.34033613
 2763.89175258 2776.99794577 2934.26005133 2846.50043668 2719.14133552
 2606.6092038  2636.48619009 2583.87771063 2551.37336902 2523.64755481]","[2302.30512129 2316.89566657 2297.39053254 2288.22938608 2281.84159159
 2259.89304813 2239.32534801 2233.34870317 2234.10015798 2246.14050973
 2223.01484099 2215.39986604 2214.66484455 2221.53350941 2232.79722704
 2222.30017331 2229.494974   2237.63154246 2249.92894281 2276.00866551
 2304.97050691 2284.16987417 2256.19358766 2268.90300325 2266.33319805
 2279.46063312 2294.57224026 2303.77637987 2242.05204113 2354.75425088
 2423.89275074 2342.51485434 2345.32167447 2344.10862069 2386.91682679
 2453.67966339 2384.61236506 2367.3972561  2357.36645161 2379.2026752
 2411.88188559 2385.49565998 2446.77522255 2455.96439082 2488.2201722
 2500.11947174 2476.4722292  2496.58194378 2405.40738232 2398.08330714
 2358.41332378 2385.80984265 2389.54302103 2364.46521146 2367.92361574
 2377.55976776 2366.74380454 2396.35339943 2388.24309211 2352.10145911
 2346.54624782 2355.11674947 2355.63829787 2357.16478632 2337.77353047
 2355.85132804 2533.92049987 2653.0816273  2420.4807418  2385.35559322
 2351.47012103 2357.9649693  2354.63412844 2350.56489122 2344.01810791
 2367.46145723 2385.16741924 2350.37046263 2351.21550325 2349.64385633
 2365.55974395 2340.0569237  2341.51930813 2364.18023476 2327.34411384
 2626.73598631 2356.45115952 2295.59407407 2356.73626374 2399.661934
 2338.26257232 2387.97898833 2352.69574037 2372.50943396 2406.48021583
 2435.42981818 2423.76936497 2477.75738952 2475.986121   2445.46532438
 2447.6506752  2527.57638664 2690.7125961  2568.28445122 2500.96843475
 2566.56266907 2492.23332249 2523.47434624 2537.25186948 2520.28561828
 2513.02042973 2737.94341906 2998.2184401  2990.4913928  2669.15181896
 2565.77079365 2545.25252845 2638.910322   2550.08711374 2567.95035234
 2560.62800566 2747.7500781  3011.70763554 3315.82758621 4255.2129706
 3914.4696814  3222.51660999 2915.64166667 2906.80553827 3597.33117932
 3710.74494512 4005.06314879 3690.05512781 3274.07712487 3337.24185689
 3142.47189791 3256.30859263 3387.4103717  3465.72658975 3915.7896679
 3404.26244991 3695.99966876 3460.86898974 3257.65293512 3281.31022295
 3228.15843507 4158.72443266 3815.15855263 3473.91739788 3245.12923538
 2936.93833132 2837.54613234 3139.60988854 3135.70922342 3072.79994268
 2857.47455387 2669.45221635 2757.41410902 3112.53635231 3819.23206244
 3293.10784314 3031.58695001 2712.3894441  2619.0200318  2624.32052514
 2731.75312405 2561.54725664 2553.48401679 2515.79857464 2537.80202868
 2533.3676296  2651.10022026 2651.31705539 2801.9961494  2688.37950486
 2613.87119918 2684.82711324 2653.82453988 2500.83828861 2447.24255788
 2563.05880294 2467.29540024 2324.33084239 2426.69548743 2384.84085603
 2363.9382485  2386.29903661 2429.58342728 2462.81704669 2467.46986971
 2443.04506742 2454.05606186 2458.87113543 2469.35460599 2438.20712621
 2430.87190845 2429.90175237 2401.08483483 2350.1248413  2340.95833333
 2342.35555556 2345.38437979 2376.13483992 2369.01890909 2378.5561165
 2388.30915493 2405.71664508 2425.40935484 2482.81275664 2522.14735772
 2491.42896026 2419.53524804 2521.11506106 2419.08559089 2472.1007419
 2475.79082047 2515.70870871 2562.18434429 2521.44910549 2517.45978356
 2467.35068079 2407.86878728 2429.74340344 2427.81661891 2406.22837228
 2448.29748451 2448.4702473  2423.26988443 2449.04982065 2394.54432042
 2453.8993359  2440.88341106 2443.47725948 2382.35495424 2427.87822878
 2470.5934633  2407.75619835 2379.78785358 2379.81407035 2396.15560641
 2409.26066351 2412.02178649 2466.50614035 2479.64709499 2447.96174283
 2507.06190644 2496.39926983 2501.7512054  2461.03514644 2695.33305751
 2565.43064877 2517.0122905  2419.9543497  2417.37282708 2480.97050505
 2496.75710594 2519.20281048 2581.31650246 2540.98682171 2551.54797441
 2582.504858   2650.61857958 2570.41206226 2622.34357006 2580.82744043
 2580.30891841 2558.3688922  2528.31679942 2530.01633866 2554.45503049
 2543.47691761 2495.87170676 2487.96777312 2442.03898841 2427.14184397
 2501.89396644 2470.55051975 2547.79010649 2527.82661996 2511.79727368
 2475.16846502 2463.64522417 2441.6330033  2403.73133748 2439.68820436
 2426.41758646 2394.12474354 2428.59104577 2354.03796376 2358.50927924
 2371.42673404 2400.55550661 2436.80991285 2419.81405354 2387.24435591
 2450.0948461  2470.17333333 2389.83763003 2383.22795115 2370.95794183
 2380.78418523 2421.79795396 2395.36589546 2392.0613656  2406.98094796
 2519.40806899 2470.17554729 2531.75202386 2434.59598494 2480.30556516
 2480.13281825 2445.0340651  2446.28731213 2435.74869292 2379.23816156
 2391.32956318 2380.63001745 2474.47959184 2506.0488978  2449.48334055
 2433.99664711 2490.61480978 2461.8972028  2460.83697047 2464.97149044
 2472.85664873 2535.35607604 2507.01706722 2522.0102121  2505.24175347
 2472.3032982  2439.65243657 2543.25592082 2639.99396135 2533.43409
 2496.97814685 2576.77683069 2471.19232357 2434.05697622 2428.95793001
 2426.30149597 2409.56740865 2417.24771898 2486.68786127 2505.66308725
 2567.77691995 2520.01540284 2512.8627451  2489.09244027 2556.92796138
 2772.46286991 2615.4410299  2586.01597582 2604.91551313 2606.9902439
 2739.34171908 2586.94137931 2539.70487413 2533.71505824 2718.72820513]","[2329.60168552 2340.02606007 2329.18256131 2320.56467379 2314.52501127
 2290.37620297 2272.75751503 2260.01197199 2253.90020413 2244.51186909
 2238.94646977 2235.49513438 2226.41260066 2237.12544379 2191.6302794
 2167.41539482 2238.57893468 2208.84475237 2207.17927682 2217.0422364
 2218.6797326  2232.39440899 2231.40079003 2232.97113339 2249.70829535
 2265.46004254 2278.4099058  2298.20844728 2261.41930794 2329.5
 2361.75937941 2423.17960963 2365.81636563 2378.11954148 2379.53446832
